account,tokens,protocol,score,rank,explanation
0x5af82019f144adcc884b6a4d0a9597114981bdab,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x171c8be8b92674f7d7b0593aca4619a25a40b6f0,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x9d2f762ed5939efc9ed7779f87e4c6063f6fab09,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x0e08d3048c5435d30ef83c55915227e3ca4aa3ba,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xdf2eec05ee45406f55a65c4a20046f55ecf5aa7b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x6b84fbccc23fbfe2535f0ade81f45d82952bdb69,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc142238ca54fc15ded92a61a6bd79380407e2f59,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xee42da7d7b105cbc79b894d1d8cbb39f00b9b71e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x9e0b54296593d5b5945ca6bef3d6b3a4cc8c709e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x0a2dfb68b510f96af52f4a7c28095cf36d0ef0ac,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x8ca3d5547e7cb1bc97d36eb3bee0771b6e9aa724,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x00cf9cf44b86e994c0e836dfcf213efccc94e057,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x25631d831512dfdc2ed9c87945b6e2135db4290f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf794a0880f0ae7854b6e894c965c907ed05a5c3b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x820948a2e6e449d46b670fe6aa51e6d569f78d04,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x2c5325b81961effbfaff82229e08e0bebe97e29b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xcad23c75f5eb0102e69443bbc186907f9c3f82ab,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x9b1ef57c2c7510adb772ca6cf2abcadd58342a1f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3e00b9f8583849887f4dfbd688fc27488325dcd3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x23c14e77e980e8d90851c72678ec5f4255af7874,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x1dd89ebc254b30b5523ffe33740cc28aa6510ef2,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x35ca268681a60f9a3c163c1e9b9a71cc16b4a61b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x09c85610154a276a71eb8a887e73c16072029b20,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x21b231cae58717f996de51f519d4574a08d7b953,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x145f68bd3b4274015f1812261282456d7a3ebc3a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x7ed5ff48fe9a55bc75eda9b820ed6b0fa14b88f9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x32c2fa7d74e7f5d47e372133b817b6369135853b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x6dc681ae0d0a0525e302a9e0b26f4ea60015bc9e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x7b77e5d015c2e1a211210c8fe69330096652eb1c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3e92fa09e668dc147e8458cb54e6bd9b275c934b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x81b4eb786916debde9a0e06aae6a63e8c6f02504,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x98098214ad5b1b08cc9d94e32f056e9a0de18110,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x67d631a09efac04f6d8d1e3986730961a68e801a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xb5220a08d6c1a6ba654526b7326a45b14d02568d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xa1cff3c4623be5bb7fa75102af41d82afede445a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x53749a12d5dc4c912202cf1d8386ff1786fcf1b4,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xd05b9dd5a631b48dfa7bdfff7a3fb700f08aac82,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x95627259c68ab27d020488c00018cec628b30124,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x7155fbb792d6891c07caf4888d46cbc22eb52abf,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5bd2843c229165d36ed9fa8558c4fac9d2fcd449,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x1f70ebbd87dbe62f323864c982f89c9e81539574,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf0adeccef142cad8131afd46a559956cb5a62c89,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x0f3c8322e956018e5c27d87cb91c3cef1293877e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xeac06d3c45fcd4857b26dcd6f793ce2903d4f1dc,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x1e786beca55d2161185fd46f282866d478ce6b37,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x4e82634d8d392303a612b3c276e8874cdcafad1e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc106844dc5882b8fc2d6ccc4f653ace03556e6ed,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xceb5591110444504bf02283c05bfaf42d6ea0f07,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xac7a3d3f88d40347f104a0bfb28147287764e5ad,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xa0d1a6f30db260e4d67fe20449a23e7b89537a1b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x8886fd6f999f8c7e29f2e07b7311361d026aeb29,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xac0b3c1ee1ad61632c10fa8b6294d44b4f16512b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xaf33f3afabf71a6cdffcf4834ea37b485d223e70,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x88783b6fcd8d75ce1bc9894c426bdfa8809598be,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf6d6fd8bc42e27a417a24f97ae74b537de2890f7,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x695473b868a5ae578df18ce0e9002a97f0a5eb8f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5b29337c83c309e113dcd76cf5874978938afd6d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x952869e79289f85263522f4cfcd2667bfe6e11d5,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x60228cf8fdb248468c32050201a11cc12eebff16,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xda009c3f44697af0b19ec279cbd45b6d215dbcc2,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xb56d39b5e5f14b1b2e7b4548006110d6125e75e9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x396bff8a62a4c8b3cf4c385d45e77795d9ed6b42,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf385f040e61a12b0831e46e2afbc0a13d27b021c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xab7b99382fcb305df4e495b21bd802f2121a819d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x14d8d5e882eb9c1773c00f87745e7ae7d9a48a62,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xb8031214f716547a65651f485f44b4696adf7371,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x0ff14f1dbdea689e26e4fd698f80c22b627a3e9d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xd2c99fa78392aecb7bf88c39c5842902694e99e6,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x34485145049e0b2aa4945e36c8a97c64d664d359,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x8e74ff9de7c4622095054304d0108e3177ecc19f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xaf10bea514ac90d0cb51a186cae8eaaef78e0ae8,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3b8db7d2e9d7d7f88c65235c6157aa97cca986a5,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x57572e957ec9178f27c392ea6c70da9d8940fdf6,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x54771e2e04b49fa2faa033349d9b62bd8c6da165,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x6a152e8a18e89fab1cee9a761664cb5291e82b9f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x228ec9b4de512d41c1f50d1ad70bb77f69b9c2a9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x581109d0cb40211b617aceba363ba8e78a2226ed,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5ba5fcf1d81d4ce036bba16b36ba71577aa6ef89,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3b66a6271ff878afe7bf4cfcd7215bcc1225566c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x37edcc82a36794a876675cda94c455caec242bb0,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc9d4ce340f1e2358f1e0508ae7846c17149bb696,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xba807ddeed6292b59c22aedb08b5654eda6e8b6e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc29938e115034593033ce5eedee79b28b0a8bcb8,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x69bd754e35cd2feaf5222f1705c9b0b9918ecdaf,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x43372d727c16fadcf3e730e8cd23fc6b376c57a3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xba7b8c00552e9338c1ff14b6c64c981b96fa4a6f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x42601d7007ed67911539df7dd211742343bad61a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf926ee0cb7a68ae536b4e1cebfb872facdd6f179,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xdd28a132ddbfcd4558ee00bd57864f11bd68b1b9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x163021e911c1e519244c86f1823b7aa1c7ed4fe3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x581ba0c689e1b0cb5c2ff2eccd7f3f189fa48ef9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x79cbecca332a422f7914d8dce23f5f859b782897,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3cc3b8b2b0a5b60857d42e7c54cc24dab01ade96,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x518225ec18ca9a594dce6d5a23660cf9ba2456e2,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xb2cc1876a5ff76b77cb7e03aa57844640a9b41d6,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x393011dc2c67ac7b440abc08014a85c29608bfcf,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc09c554831babf471acb1da44860e6861a16e0c8,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x01822565656f8274b19be05aee1f6ec87fa5b71a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3fa93b2d9b95faf616c4c749e958f87f1463b4fe,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xd8a47faaa5480d26bcf731277b0632751a80b2f9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc3265b546d12307799e69e253ead1c725bdda7dc,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc6da960a7e6909e97db7f94c0d000ec9032589be,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x361e144fff8fbb4fca38edbfec139b635757449f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc0799204665e7db5ae5b8a285527c2c87fbc3f68,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf79e3fd94c94a92175cd9987919c6de7b281a036,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5789a38a3facfaa86ed950e88d79a9a2f6140052,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5d172a04db661d7af0d447056006eb78ae787168,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x8db0eef4aa2c1c0400eb2d241795ea1a097c5af4,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xebf3445b5c25c2d1a76c20aa138edb840eeacdc3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xe487180770b46df07820f3f6492631e3cd0bc5f1,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x1d20d4806b2dc10963c850393082bf124759dea1,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x558a6dedb5e8aa2561b4e14199af9cc6b3b23eeb,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x9e3ba5841546ab50a9ee8c27b5fbf2f55f1ef721,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x864a269bf59800a7b07c2e543cbcad1339009038,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xed5960a454782c4c9c62aae6e22a8a50c185e50f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5370f54251fbf1ceb06709c2093b502193bd787b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf5e757cdf93a986a92989de4cba4122bf8ea2ac9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x4fe1e387f4807070089d5cc7deac930eae0b5ef4,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xcb630c28658d8b4f0509d628d8d947e6f95ea20a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x00913b0179ae1afaf4ec5a3c265611008560f63f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x9ff786f2756de633dded34e1b5d4f057575d95ef,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x057310dbe0384bd68b57e7e351636318ca06263a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xd93d1d9ab6ef589f7428aa6f94fc89e1144c824a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x4c9714dd3259962af10e82f2048319c947514e70,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xff7b3d9bb915585419b951c480d27e4f2281e213,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf7b338817049f5126c820b6097ff177ea8aa839c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x458a981875e10306eb80e7cc1e2335b9c562230d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x2dac2acce944343eb7edad8613f7b4bb21add21c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x68dc7529653e02bbb56b1fe4d399d9b0e7858513,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x262deb6a430d1f53279d6c437fda5bebf9468670,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x12915b967b73466ff50de63d5b52d00dc9131dd9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x37d30c0ee7a1382e777c54c7468110ae088b65b9,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xa64bea2a4b584814986e7fd53b158b21416c58ab,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x7c7ecab608b0cf22c36886cbc9584619b9fc2e6e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5c96957fa232a420b0e61d2a17a4ee22c330c21c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x5db4e3d5998dbc1adb681bd8efc1b20f1615ecf3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x1bbb45192079d6c055a463f5b582e20ff8c677f3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x24b7afa770195272ddae0264f7f92f73325284b0,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x7652beb8e09add1691aaee8c70970c7e4823dbbb,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xef6a1351f06aea6450931525f931f3bdc163775c,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x28dc2b9eb4288fd0cc4c9bb2d916a8736d0d09f4,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x465795d20bcfac7f41d1cffefb405e805148205f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xb672fac37f49561d93425a71534e5b31a59e1dc3,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x96795d7d35c12780fe5e83bb4ac3e0867d80896f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x46ed091c42fb5ea2c6d7f491f1806e99dd817939,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xd182d4361c8dd1c33a4be543f032379cf4d056db,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x78521627cc3367d71cbb6bb0544c5df0e93cd56e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x8ed8eb2271c2104e4f9b72a17bb9ca8c21b8f17b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xa644793743ea56645a1bdcdb3b5f3aa4c9c753a8,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x1f7e8fa25db670aa277ab81c05a25f9fee284429,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xac68b34945919a2bb848eb52f015173fcc55c001,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x71db0b4afc887eff159c299c00b92caf8ad4a96d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x13d7c5b2e83506f5414e30735b6cbc26e33db7c6,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xc9d2d1dd5d51cc26b728c1ee04904a655f67074a,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x796dccae1c647f5d416fa15d4a35e5a47fb2b31e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xab03853a8768812cb01db738e27c8f6b91ee1e01,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x9d52de02cdc6eac4245b5a838b6e776fe1f1d312,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x6bc4d8cba7c4ba889f551ad173f3ef60d0783d1b,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x543c0893b67ca3b72011fc3a1c794d6b912bfb03,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x356c040d40ba6d4d2159ba559adf8fee2390ba99,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xf537191ad0eae222e99c2d09d4632b5637a35078,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x001fbfe0e74adedea03e6ad3e2fc1eee1a2d5045,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xcdda2956b381a45846a061ecdd5ebd801bc07332,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x90c2eefc06106b2826fea5b8c3f45b932cf45219,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x3aab78dafb42d37895b60a44e5835ea6e272c88d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x576eb27cbf54518d3de5a38ea7746ef6a9b8b5e6,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x7c6915b02cef07e86b5ac1bb3e5f40f228929ecd,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x29d0678cffd48f313dfb0a82d78192dbdebf402d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x55cbe46a5877ddb27f949ab1a3ad162cfa451c5e,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x00e763520a4b57d674d6347349ce306d6d1d0120,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xa901849d99fd6d2ece2f40fb4688b4e82209fc9f,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0x608e82a215b6c401faaf3c39ee957217ea2f53b2,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xe1fc74dd0eb680a05dabebead1d0bdf6c85d8957,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xb7b2f5a39ad7de2dd74db4b46dfe18b37a1dc9f1,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
0xbcf224cb3771bb32b7a9d49d573375ffa5e29b9d,10631,juicebox.benefits,138,595,"Never participated in JuiceboxDAO Governance.,Held $JBX for 102 days."
